5 130
1 32 16
2 61 44
3 9 89
4 44 8
5 41 6
6 92 56
7 55 63
8 26 61
9 53 58
10 89 47
11 95 57
12 50 19
13 78 42
14 36 45
15 95 65
16 23 66
17 95 69
18 98 87
19 57 94
20 9 29
21 68 69
22 73 25
23 18 65
24 17 98
25 67 77
26 43 20
27 8 77
28 79 75
29 66 41
30 65 67
31 53 98
32 13 76
33 82 25
34 61 85
35 64 39
36 4 58
37 49 60
38 78 26
39 83 25
40 1 13
41 25 37
42 78 17
43 21 3
44 57 18
45 90 23
46 21 16
47 29 42
48 76 70
49 56 97
50 42 92
51 4 31
52 34 27
53 73 85
54 70 48
55 98 52
56 92 40
57 39 52
58 42 15
59 20 95
60 54 79
61 68 42
62 95 40
63 18 88
64 29 7
65 83 8
66 70 86
67 82 9
68 8 93
69 3 50
70 44 36
71 32 9
72 20 37
73 31 80
74 76 77
75 0 60
76 49 60
77 42 63
78 24 61
79 36 93
80 9 84
81 55 63
82 65 89
83 82 5
84 58 30
85 43 48
86 12 69
87 51 18
88 46 58
89 22 57
90 9 38
91 12 52
92 7 22
93 59 9
94 44 18
95 85 46
96 57 9
97 41 59
98 80 69
99 44 31
100 54 25
101 21 45
102 33 52
103 48 80
104 9 23
105 17 65
106 39 78
107 83 70
108 72 3
109 56 42
110 29 73
111 61 39
112 45 96
113 90 2
114 28 91
115 37 76
116 14 91
117 3 84
118 16 66
119 18 55
120 74 78
121 99 20
122 1 20
123 7 79
124 25 70
125 86 77
126 13 2
127 1 81
128 63 81
129 0 36
130 61 45
1 52 17
2 86 40
3 50 47
4 74 99
5 53 6
6 84 0
7 67 51
8 73 41
9 38 24
10 89 10
11 76 57
12 4 60
13 63 12
14 90 22
15 20 34
16 65 82
17 93 29
18 26 82
19 34 60
20 69 60
21 5 26
22 16 80
23 92 12
24 34 50
25 7 22
26 43 75
27 47 51
28 68 94
29 12 25
30 77 37
31 57 52
32 79 19
33 40 1
34 7 38
35 24 91
36 7 77
37 55 29
38 5 50
39 40 24
40 67 50
41 78 40
42 14 98
43 91 89
44 35 41
45 60 32
46 69 8
47 82 32
48 2 52
49 47 97
50 39 90
51 4 96
52 25 16
53 15 65
54 20 17
55 46 17
56 53 88
57 58 27
58 59 16
59 37 80
60 27 51
61 66 65
62 77 91
63 21 98
64 95 23
65 26 52
66 3 42
67 84 76
68 45 82
69 14 98
70 82 25
71 68 17
72 95 42
73 78 80
74 50 54
75 72 86
76 15 66
77 69 88
78 24 39
79 18 33
80 94 16
81 70 97
82 91 93
83 14 11
84 3 81
85 81 76
86 2 39
87 98 2
88 82 48
89 70 34
90 13 41
91 48 40
92 50 40
93 37 36
94 72 96
95 52 6
96 63 80
97 4 65
98 54 71
99 26 1
100 28 67
101 76 68
102 73 96
103 83 76
104 68 67
105 5 75
106 68 83
107 20 53
108 68 30
109 47 51
110 56 77
111 38 7
112 29 75
113 13 21
114 34 32
115 47 11
116 22 68
117 6 46
118 64 80
119 67 54
120 56 60
121 68 5
122 91 76
123 37 80
124 60 51
125 97 24
126 23 74
127 45 50
128 29 69
129 39 97
130 82 62
131 41 35
132 19 93
133 53 0
134 77 73
135 88 88
136 62 93
137 95 95
138 9 32
139 16 52
140 37 32
141 60 83
142 35 23
143 87 47
144 22 56
145 17 94
146 40 69
147 71 93
148 19 33
149 86 97
150 23 36
151 3 87
152 62 9
153 61 30
154 79 49
155 40 96
156 53 86
157 60 50
158 1 57
159 0 96
160 5 5
161 77 20
162 55 94
163 47 93
164 22 1
165 76 75
166 46 18
167 29 0
168 29 73
169 21 26
170 61 57
171 68 73
172 15 21
173 41 54
174 9 21
175 91 61
176 33 89
177 91 18
178 58 82
179 31 67
180 61 68
181 8 77
182 73 65
183 50 34
184 56 59
185 20 28
186 36 74
187 35 48
188 36 4
189 5 34
190 53 92
191 83 1
192 9 14
193 42 56
194 27 11
195 41 47
196 42 54
197 64 92
198 49 90
199 99 50
200 70 6
201 98 50
202 0 63
203 25 58
204 54 42
205 81 54
206 77 96
207 14 69
208 84 7
209 68 59
210 22 93
211 7 44
212 17 73
213 86 82
214 10 42
215 99 46
216 4 54
217 64 47
218 93 33
219 0 46
220 88 83
221 1 84
222 30 87
223 69 45
224 39 94
225 7 41
226 22 40
227 28 76
228 99 53
229 33 27
230 77 43
231 48 11
232 43 34
233 49 22
234 32 67
235 75 51
236 6 21
237 70 38
238 91 22
239 14 29
240 3 40
241 42 15
242 35 57
243 23 64
244 26 87
245 47 40
246 0 73
247 68 44
248 35 90
249 41 95
250 37 46
251 13 72
252 19 56
253 35 0
254 70 89
255 85 76
256 39 3
257 23 37
258 1 33
259 76 85
260 11 85
261 96 45
262 19 35
263 50 33
264 52 25
265 3 1
266 81 18
267 91 57
268 26 69
269 95 78
270 22 22
271 93 36
272 1 71
273 1 96
274 50 31
275 43 1
276 14 55
277 83 52
278 50 68
279 53 84
280 5 2
281 48 44
282 86 83
283 95 20
284 11 65
