2 250
1 18 36
2 93 85
3 20 14
4 5 2
5 97 85
6 60 72
7 81 8
8 36 12
9 21 11
10 5 94
11 17 98
12 7 37
13 25 77
14 36 99
15 68 98
16 14 35
17 64 98
18 26 50
19 35 37
20 73 64
21 32 92
22 81 31
23 44 21
24 31 28
25 20 52
26 43 6
27 94 82
28 6 20
29 29 55
30 60 42
31 78 6
32 34 99
33 70 25
34 7 82
35 81 86
36 77 83
37 37 40
38 62 25
39 17 76
40 92 3
41 46 8
42 78 15
43 54 8
44 41 82
45 92 5
46 20 79
47 76 30
48 86 25
49 58 81
50 60 19
51 14 48
52 46 33
53 75 60
54 68 53
55 19 80
56 2 52
57 63 57
58 96 70
59 28 18
60 45 62
61 84 24
62 90 76
63 65 97
64 7 6
65 54 36
66 66 35
67 15 72
68 89 97
69 61 44
70 40 94
71 39 87
72 62 11
73 3 67
74 16 19
75 34 16
76 97 39
77 35 97
78 35 89
79 58 70
80 67 77
81 53 62
82 99 83
83 14 66
84 37 90
85 68 99
86 8 83
87 77 51
88 23 97
89 61 79
90 72 98
91 81 87
92 72 37
93 38 27
94 0 18
95 37 99
96 39 91
97 76 63
98 41 77
99 87 79
100 97 36
101 30 25
102 50 35
103 8 13
104 61 84
105 74 37
106 27 78
107 97 69
108 96 65
109 89 61
110 45 86
111 66 18
112 52 69
113 59 16
114 7 14
115 10 45
116 9 82
117 82 36
118 67 56
119 37 37
120 29 24
121 65 16
122 43 99
123 71 60
124 94 6
125 67 75
126 88 26
127 33 10
128 69 11
129 72 81
130 75 91
131 6 47
132 73 28
133 28 44
134 96 60
135 2 40
136 28 51
137 32 20
138 21 50
139 75 52
140 97 98
141 22 1
142 47 34
143 57 83
144 48 71
145 67 55
146 83 55
147 62 38
148 18 17
149 42 14
150 71 26
151 64 33
152 3 27
153 47 36
154 94 13
155 89 19
156 36 20
157 84 77
158 68 5
159 99 39
160 71 45
161 95 24
162 93 47
163 56 72
164 89 93
165 1 3
166 8 60
167 81 70
168 34 89
169 97 20
170 86 21
