5 200
1 49 34
2 35 43
3 79 98
4 32 3
5 66 25
6 2 54
7 38 27
8 41 55
9 33 8
10 97 44
11 9 77
12 97 83
13 94 67
14 7 83
15 64 12
16 56 70
17 52 50
18 24 69
19 97 58
20 96 22
21 98 32
22 26 52
23 81 65
24 4 76
25 55 85
26 97 16
27 25 47
28 44 71
29 36 52
30 49 12
31 91 49
32 39 54
33 68 31
34 1 87
35 2 72
36 57 74
37 12 75
38 46 77
39 50 45
40 2 29
41 62 30
42 27 78
43 15 39
44 44 5
45 6 52
46 32 45
47 9 84
48 30 49
49 92 72
50 83 49
51 64 16
52 73 83
53 27 22
54 4 50
55 1 66
56 20 91
57 50 19
58 49 60
59 21 61
60 39 29
61 87 96
62 81 50
63 39 12
64 65 28
65 44 96
66 84 78
67 61 52
68 64 45
69 56 44
70 50 92
71 35 93
72 3 39
73 31 41
74 95 89
75 34 70
76 28 31
77 32 54
78 62 68
79 35 23
80 43 15
81 56 75
82 6 4
83 82 41
84 29 97
85 54 3
86 3 77
87 10 46
88 93 93
89 92 42
90 18 97
91 16 76
92 93 74
93 68 53
94 46 6
95 90 96
96 10 32
97 0 35
98 36 59
99 87 98
100 57 89
101 11 97
102 34 30
103 66 50
104 20 85
105 61 68
106 75 92
107 5 46
108 98 80
109 81 32
110 35 28
111 95 22
112 7 58
113 92 71
114 76 75
115 10 33
116 5 93
117 85 28
118 86 18
119 41 63
120 7 17
121 33 60
122 45 21
123 20 18
124 27 54
125 36 55
126 77 55
127 62 28
128 94 88
129 90 76
130 38 95
131 73 44
132 75 27
133 62 81
134 7 76
135 60 79
136 38 18
137 24 18
138 94 35
139 77 85
140 37 74
141 43 22
142 39 54
143 56 50
144 31 56
145 34 97
146 28 65
147 24 12
148 43 88
149 84 18
150 58 39
151 10 50
152 94 56
153 16 59
154 30 44
155 34 59
156 11 5
157 38 63
158 51 51
159 4 20
160 71 12
161 50 51
162 42 62
163 51 73
164 93 12
165 74 5
166 50 58
167 26 98
