5 1000
1 53 84
2 62 79
3 51 40
4 73 68
5 58 92
6 45 29
7 65 79
8 79 27
9 84 99
10 60 44
11 48 44
12 69 94
13 28 67
14 96 59
15 50 56
16 20 30
17 72 80
18 87 50
19 30 51
20 79 54
21 95 83
22 69 4
23 53 40
24 81 76
25 65 73
26 78 83
27 20 39
28 36 8
29 15 67
30 51 83
31 43 13
32 17 1
33 71 14
34 56 84
35 91 28
36 97 32
37 20 5
38 49 64
39 74 65
40 41 87
41 85 19
42 93 77
43 78 37
44 10 33
45 43 79
46 35 62
47 0 95
48 10 81
49 65 67
50 32 38
51 84 96
52 84 37
53 75 45
54 62 14
55 90 71
56 33 50
57 25 63
58 97 23
59 19 39
60 23 34
61 3 23
62 41 12
63 92 34
64 32 24
65 94 68
66 98 7
67 32 2
68 3 88
69 35 56
70 1 32
71 74 96
72 42 72
73 45 85
74 36 36
75 98 87
76 61 25
77 43 98
78 34 60
79 55 72
80 44 40
81 13 37
82 19 22
83 72 26
84 17 23
85 59 8
86 88 63
87 38 91
88 59 7
89 81 69
90 66 7
91 98 95
92 26 7
93 6 72
94 63 33
95 68 43
96 33 63
97 11 61
98 19 37
99 77 20
100 99 19
101 67 13
102 77 89
103 98 98
104 87 52
105 39 27
106 79 86
107 5 37
108 42 17
109 10 11
110 15 99
111 63 83
112 54 16
113 75 25
114 52 76
115 71 21
116 30 60
117 70 47
118 39 84
119 18 37
120 9 8
121 85 10
122 94 41
123 64 46
124 57 74
125 18 2
126 26 65
127 5 99
128 56 84
129 58 60
130 13 72
131 46 11
132 80 17
133 96 18
134 16 57
135 97 58
136 98 73
137 2 7
138 14 52
139 89 13
140 52 29
141 67 78
142 58 69
143 95 64
144 55 70
145 91 55
146 25 57
147 23 36
148 62 73
149 30 77
150 44 45
151 29 0
152 76 60
153 3 52
154 63 97
155 84 3
156 94 45
157 8 84
158 4 68
159 52 11
160 22 31
161 63 45
162 65 41
163 32 40
164 50 65
165 44 40
166 22 12
167 69 6
168 99 67
169 1 97
170 66 42
171 1 57
172 86 88
173 60 79
174 49 38
175 31 94
176 21 18
177 54 12
178 81 83
179 34 34
180 27 62
181 2 97
182 52 43
183 81 82
184 76 1
185 84 37
186 66 54
187 45 79
188 30 6
189 58 77
190 81 52
191 91 11
192 34 50
193 19 3
194 57 56
195 25 16
196 33 67
197 70 3
198 39 3
199 4 43
200 6 78
201 3 47
202 53 94
203 27 66
204 73 74
205 82 75
206 24 56
207 53 74
208 71 91
209 63 2
210 23 78
211 25 20
212 76 68
213 3 99
214 84 41
215 40 26
216 1 15
217 71 2
218 49 44
219 57 39
220 22 53
221 29 82
222 73 49
223 91 76
224 13 95
225 32 48
226 40 2
227 20 27
228 52 83
229 70 85
230 90 28
231 82 31
232 34 56
233 73 9
234 85 50
235 25 26
236 33 23
237 79 70
238 48 42
239 46 27
240 77 27
241 85 88
242 9 91
243 86 99
244 95 43
245 50 65
246 73 72
247 49 94
248 71 98
249 47 17
250 75 81
251 90 63
252 70 5
253 15 16
254 23 50
255 79 10
256 36 43
257 8 63
258 43 93
259 21 42
260 70 74
261 14 42
262 0 59
263 53 61
264 74 84
265 98 49
266 94 29
267 51 95
268 36 22
269 18 4
270 76 69
271 75 44
272 63 40
273 28 30
274 63 86
275 51 77
276 76 5
277 47 1
278 67 48
279 63 10
280 52 53
281 42 38
282 51 29
283 15 7
284 92 13
285 26 21
286 74 17
287 66 0
288 98 69
289 78 60
290 30 23
291 97 88
292 33 20
293 73 89
294 82 50
295 27 87
296 58 7
297 52 22
298 27 37
299 93 34
300 25 21
301 37 50
302 59 30
303 2 59
304 38 46
305 2 98
306 70 2
307 79 28
308 56 54
309 4 30
310 56 25
311 25 41
312 85 38
313 62 67
314 65 43
315 73 61
316 76 44
317 35 9
318 85 46
319 28 3
320 18 14
321 50 35
322 47 29
323 17 56
324 28 23
325 66 73
326 32 63
327 77 99
328 96 96
329 65 21
330 68 35
331 93 95
332 73 41
333 22 26
334 67 70
335 43 9
336 25 1
337 12 41
338 74 89
339 93 55
340 21 6
341 38 41
342 76 99
343 28 12
344 66 35
345 13 89
346 81 6
347 35 82
348 20 55
349 62 6
350 7 91
351 88 57
352 79 56
353 47 31
354 50 36
355 25 6
356 2 9
357 0 62
358 97 52
359 19 73
360 13 9
361 59 32
362 57 54
363 28 19
364 65 30
365 21 19
366 27 87
367 48 29
368 17 81
369 61 19
370 52 96
371 62 30
372 10 6
373 86 71
374 6 73
375 85 68
376 35 88
377 93 98
378 31 55
379 99 25
380 27 28
381 65 20
382 14 6
383 78 15
384 61 70
385 44 15
386 90 99
387 20 16
388 47 29
389 22 51
390 67 57
391 12 92
392 45 52
393 83 38
394 93 49
395 97 61
396 81 36
397 92 24
398 31 41
399 15 3
400 27 71
401 9 36
402 29 69
403 78 36
404 67 77
405 51 2
406 33 48
407 57 70
408 15 73
409 75 62
410 22 40
411 21 11
412 72 82
413 33 53
414 7 96
415 85 5
416 13 18
417 23 96
418 47 75
419 63 75
420 74 46
421 71 16
422 98 95
423 28 32
424 78 22
425 8 57
426 66 53
427 81 87
428 49 98
429 63 46
430 35 24
431 29 71
432 91 45
433 88 15
434 25 61
435 22 40
436 9 99
437 87 75
438 68 5
439 13 77
440 54 1
441 75 84
442 88 27
443 39 60
444 36 36
445 46 49
446 11 17
447 40 49
448 17 0
449 24 52
450 6 12
451 7 16
452 99 68
453 48 66
454 65 5
455 18 44
456 85 86
457 92 34
458 48 44
459 83 64
460 6 28
461 78 89
462 14 73
463 28 92
464 59 37
465 58 68
466 80 60
467 70 41
468 93 58
469 85 19
470 78 72
471 94 31
472 17 2
473 64 25
474 24 5
475 1 72
476 16 59
