1 100
1 84 12
2 73 54
3 93 47
4 12 88
5 83 34
6 19 46
7 3 76
8 77 37
9 53 28
10 81 64
11 33 85
12 49 24
13 60 26
14 1 55
15 57 9
16 99 28
17 25 35
18 65 13
19 7 40
20 28 35
21 17 2
22 44 38
23 47 67
24 24 15
25 39 89
26 31 37
27 88 20
28 95 98
29 63 48
30 93 67
31 46 56
32 30 74
33 35 90
34 20 67
35 10 64
36 30 13
37 99 45
38 46 31
39 41 11
40 77 93
41 1 86
42 15 67
43 77 61
44 40 5
45 39 67
46 50 58
47 47 61
48 89 60
49 71 70
50 2 57
51 46 56
52 4 75
53 59 18
54 37 42
55 73 64
56 56 52
57 71 99
58 65 60
59 41 62
60 96 74
61 49 15
62 27 43
63 14 71
64 66 38
65 56 86
66 59 71
67 8 20
68 46 44
69 81 39
70 8 59
71 23 98
72 31 75
73 10 97
74 87 47
75 96 29
76 18 8
77 73 28
78 7 31
79 29 60
80 61 87
81 52 99
82 85 86
83 5 85
84 43 50
85 53 20
86 78 1
87 54 37
88 51 50
89 83 51
90 33 16
91 83 18
92 42 27
93 68 50
94 97 80
95 12 15
96 15 20
97 78 20
98 6 23
99 13 44
100 70 24
1 54 36
2 94 75
3 50 17
4 54 36
5 77 56
6 48 77
7 27 44
8 3 33
9 57 57
10 18 54
11 87 63
12 38 37
13 5 57
14 22 33
15 30 27
16 37 38
17 81 8
18 62 47
19 24 66
20 77 51
21 96 61
22 2 55
23 67 37
24 93 33
25 16 73
26 66 55
27 26 15
28 36 90
29 98 56
30 70 92
31 94 20
32 5 49
33 19 9
34 96 18
35 82 56
36 8 90
37 80 67
38 57 26
39 60 82
40 70 67
41 64 88
42 16 57
43 60 81
44 12 65
45 71 71
46 48 68
47 96 84
48 56 75
49 55 53
50 36 57
51 41 74
52 51 59
53 64 76
54 75 58
55 57 10
56 29 15
57 85 2
58 28 5
59 3 48
60 89 38
61 96 30
62 46 11
63 8 40
64 93 95
65 10 82
66 71 7
67 46 13
68 26 89
69 37 56
70 93 84
71 5 54
72 7 61
73 42 32
74 82 94
75 56 51
76 72 7
77 63 98
78 61 10
79 28 39
80 51 23
81 82 79
82 48 75
83 39 21
84 69 72
85 76 39
86 67 46
87 54 4
88 32 42
89 22 84
90 69 75
91 57 99
92 39 59
93 10 63
94 43 48
95 52 15
96 61 97
97 5 69
98 2 26
99 5 31
100 22 20
