10 100
1 78 22
2 89 0
3 94 33
4 66 29
5 24 40
6 60 51
7 1 58
8 83 55
9 55 82
10 93 72
11 90 32
12 81 67
13 0 19
14 53 94
15 15 75
16 59 41
17 24 77
18 39 37
19 57 50
20 79 78
21 19 4
22 46 65
23 42 69
24 67 85
25 78 39
26 19 90
27 74 24
28 26 45
29 40 21
30 99 74
31 80 72
32 13 48
33 81 18
34 26 24
35 18 46
36 98 4
37 2 14
38 53 86
39 86 15
40 24 30
41 52 68
42 16 76
43 56 69
44 67 0
45 50 93
46 96 36
47 51 4
48 97 47
49 90 97
50 84 23
51 43 43
52 66 32
53 41 14
54 87 59
55 70 39
56 59 25
57 96 68
58 22 12
59 56 37
60 92 11
61 51 25
62 73 24
63 49 61
64 53 98
65 17 5
66 95 89
67 31 0
68 87 8
69 1 83
70 34 41
71 82 7
72 29 10
73 34 71
74 39 82
75 82 85
76 91 53
77 5 73
78 72 17
79 69 41
80 82 80
81 61 88
82 42 65
83 43 70
84 94 95
85 81 13
86 10 72
87 2 50
88 29 43
89 96 62
90 90 78
91 22 71
92 16 31
93 14 41
94 83 57
95 28 70
96 39 60
97 1 53
98 80 93
99 65 64
100 67 64
1 77 43
2 1 68
3 74 19
4 51 55
5 44 29
6 21 6
7 51 3
8 57 90
9 72 10
10 50 1
11 86 36
12 67 10
13 74 50
14 71 48
15 70 35
16 77 31
17 95 25
18 1 78
19 69 47
20 57 95
21 90 28
22 13 99
23 49 32
24 8 97
25 96 89
26 20 54
27 14 65
28 78 40
29 76 90
30 94 23
31 48 2
32 84 8
33 51 89
34 10 26
35 2 79
36 20 24
37 52 55
38 10 58
39 23 68
40 61 41
41 42 73
42 52 80
43 14 22
44 17 30
45 47 61
46 2 79
47 53 34
48 47 88
49 43 4
50 47 59
51 21 82
52 95 17
53 69 95
54 2 59
55 54 19
56 17 7
57 29 53
58 81 74
59 49 3
60 93 28
61 72 80
62 78 41
63 76 40
64 71 18
65 7 22
66 14 18
67 20 1
68 19 59
69 78 35
70 11 18
71 20 58
72 76 27
73 43 95
74 50 99
75 53 73
76 39 39
77 11 19
78 87 41
79 4 53
80 40 28
81 24 83
82 51 32
83 5 99
84 86 28
85 33 21
86 95 13
87 92 74
88 7 14
