2 220
1 85 2
2 81 37
3 95 61
4 87 33
5 36 51
6 80 77
7 92 65
8 52 96
9 65 4
10 73 6
11 37 48
12 57 16
13 31 56
14 14 26
15 43 22
16 35 1
17 56 11
18 46 7
19 3 68
20 95 72
21 17 72
22 87 7
23 79 34
24 23 73
25 37 40
26 12 37
27 52 50
28 22 37
29 45 65
30 5 39
31 47 61
32 90 14
33 16 79
34 21 80
35 19 44
36 93 97
37 9 1
38 88 64
39 60 49
40 36 97
41 32 41
42 88 2
43 9 97
44 49 6
45 89 8
46 62 37
47 63 55
48 25 56
49 82 72
50 91 99
51 13 43
52 53 92
53 47 15
54 27 50
55 61 58
56 76 95
57 29 8
58 7 5
59 72 87
60 5 18
61 30 15
62 91 11
63 82 56
64 34 53
65 76 32
66 82 87
67 58 36
68 83 89
69 87 96
70 55 93
71 69 98
72 44 31
73 31 66
74 7 54
75 48 19
76 84 94
77 67 72
78 69 98
79 51 42
80 9 91
81 81 74
82 74 29
83 75 89
84 36 92
85 24 17
86 17 76
87 32 11
88 48 31
89 70 60
90 79 16
91 48 79
92 4 56
93 47 87
94 20 86
95 67 84
96 38 45
97 86 63
98 12 95
99 24 14
100 55 42
101 29 15
102 30 31
103 1 8
104 62 56
105 24 37
106 28 90
107 62 93
108 43 2
109 69 17
110 82 88
111 69 50
112 24 39
113 79 72
114 89 68
115 99 53
116 7 55
117 5 37
118 86 32
119 49 73
120 55 39
121 25 63
122 61 29
123 56 47
124 83 93
125 20 10
126 25 6
127 32 66
128 73 78
129 90 90
130 51 29
131 18 93
132 57 70
133 30 72
134 84 25
135 6 10
136 53 95
137 62 42
138 63 5
139 88 95
140 83 31
141 89 96
142 48 88
143 27 0
144 22 39
145 64 8
146 41 58
147 22 25
148 20 32
149 6 91
150 99 84
151 63 57
152 86 9
153 57 30
154 44 90
155 3 67
156 89 95
157 7 19
158 40 22
159 44 68
160 43 29
161 49 45
162 60 98
163 69 94
164 73 36
165 22 31
166 98 97
167 95 98
168 68 31
169 10 38
170 31 97
171 56 32
172 35 96
173 18 45
174 51 3
175 85 98
176 87 38
177 47 70
178 34 18
179 97 88
180 40 62
181 56 8
182 67 72
183 69 91
184 99 8
185 50 9
186 12 6
187 36 45
188 72 17
189 9 64
190 79 23
191 42 70
192 51 23
193 44 60
194 49 25
195 64 50
196 33 21
197 98 68
198 40 48
199 64 63
200 27 26
201 46 43
202 52 75
203 86 80
204 1 2
205 97 17
206 8 33
207 9 16
208 20 86
209 56 44
210 28 8
211 42 73
212 43 0
213 75 90
214 8 67
215 5 24
216 52 45
217 36 52
218 77 99
219 17 76
220 37 63
1 58 47
2 28 47
3 41 0
4 12 81
5 48 54
6 91 20
7 35 18
8 84 72
9 99 52
10 99 95
11 72 33
12 96 72
13 64 63
14 96 56
15 39 21
16 68 80
17 6 64
18 50 94
19 45 96
20 58 75
21 78 26
22 19 51
23 33 31
24 9 18
25 68 5
26 99 65
27 76 41
28 90 24
29 50 56
30 82 78
31 4 55
32 42 26
33 85 10
34 13 70
35 68 89
36 27 2
37 94 24
38 17 46
39 14 45
40 38 32
41 53 77
42 88 33
43 21 3
44 4 65
45 74 25
46 44 88
47 14 79
48 70 23
49 83 92
50 65 22
51 18 38
52 49 78
53 77 96
54 71 51
55 23 44
56 10 4
57 17 49
58 24 26
59 66 8
60 5 82
61 6 48
62 96 43
63 45 38
64 88 14
65 54 94
66 62 21
67 79 16
68 14 14
69 28 10
70 56 25
71 31 52
72 41 29
73 14 39
74 71 65
75 54 43
76 56 74
77 87 83
78 15 69
79 42 6
80 32 39
81 8 57
82 97 29
83 81 89
84 25 0
85 34 9
86 98 56
87 52 80
88 50 54
89 6 67
90 28 6
91 66 23
92 59 10
93 38 87
94 33 96
95 0 44
96 72 21
97 77 16
98 16 74
99 54 11
100 47 25
101 14 70
102 30 44
103 45 0
104 21 7
105 32 61
106 63 74
107 78 26
108 72 85
109 98 87
110 91 93
111 55 28
112 0 90
113 37 77
114 78 36
115 63 76
116 0 94
117 19 2
118 92 96
119 92 14
120 65 37
121 65 26
122 63 39
123 81 97
124 43 51
125 44 31
126 76 67
127 20 54
128 70 85
129 70 40
130 7 67
131 21 85
132 44 56
133 60 68
134 55 75
135 33 76
136 92 83
137 22 53
138 27 28
139 65 60
140 8 39
141 34 26
142 92 32
143 0 33
144 74 65
145 32 6
146 26 52
147 6 97
148 15 80
149 82 7
150 78 13
151 42 67
152 17 67
153 38 92
154 45 67
155 26 41
156 20 10
157 31 68
158 33 95
159 93 11
160 55 27
161 94 90
162 43 27
163 50 40
164 77 24
165 37 47
166 46 58
167 81 95
168 97 66
169 8 24
170 94 8
171 87 7
172 39 90
173 86 15
174 20 38
175 63 20
176 86 70
177 51 51
178 19 51
179 24 90
180 17 97
181 15 20
182 29 78
183 95 62
184 28 36
185 70 67
186 86 69
187 17 47
188 39 86
189 51 52
190 40 34
191 20 38
192 61 17
193 61 76
194 6 30
195 76 45
196 42 17
197 6 96
198 92 67
199 77 60
200 95 24
201 86 83
202 67 96
203 33 17
204 52 4
205 11 32
206 0 71
207 50 83
208 77 76
209 59 12
210 17 18
211 55 98
212 60 24
213 25 68
214 62 21
215 55 72
216 9 90
217 57 15
218 47 36
219 71 65
220 83 43
221 23 2
222 18 44
223 45 70
224 67 22
225 19 16
226 8 65
227 43 76
228 69 87
229 23 42
230 70 64
231 54 31
232 49 39
233 23 9
234 14 35
235 36 40
236 5 94
237 28 73
238 95 53
239 80 16
240 79 54
241 1 40
242 2 38
243 63 43
244 46 80
245 46 59
246 13 29
247 94 18
248 89 91
249 53 79
250 20 36
251 55 31
252 86 78
253 10 14
254 36 70
255 80 15
256 7 7
257 63 16
258 63 14
259 29 10
260 75 79
261 62 34
262 89 76
263 27 75
264 99 10
265 84 4
266 0 0
267 95 42
268 99 69
269 54 23
270 28 49
271 6 76
272 99 30
273 51 6
274 65 78
275 55 74
276 62 43
277 4 41
278 73 21
279 42 9
280 50 35
281 14 26
282 85 76
283 15 7
284 11 20
285 16 93
286 60 5
287 82 26
288 72 86
289 34 58
290 25 21
291 9 21
292 54 9
293 41 56
294 96 54
295 69 77
296 27 44
297 73 92
298 34 80
299 91 22
300 14 44
301 94 45
302 61 62
303 14 56
304 61 78
305 68 87
306 86 84
307 83 29
308 25 93
309 71 75
310 35 58
311 10 57
312 51 39
313 66 15
314 32 89
315 91 91
316 94 12
317 43 80
318 27 64
319 60 92
320 95 84
321 95 18
322 85 81
323 90 42
324 60 43
325 67 41
326 9 15
327 87 56
328 33 36
329 94 21
330 96 98
331 24 72
332 86 76
333 92 74
334 40 3
335 2 60
336 33 78
337 80 50
338 63 92
339 72 69
340 48 23
341 54 88
342 21 50
343 82 79
344 24 87
345 47 90
346 69 38
347 96 96
348 59 23
349 31 8
350 89 16
351 1 57
352 41 7
353 8 30
354 35 36
355 93 40
356 64 25
357 73 73
358 44 36
359 51 36
360 94 13
361 49 53
362 55 11
363 90 94
364 82 83
365 90 39
366 61 63
367 79 32
368 21 96
369 46 13
370 41 52
371 43 88
372 93 6
373 25 44
374 65 22
375 52 23
376 72 95
377 14 76
378 66 48
379 2 29
380 16 13
381 47 51
382 45 53
383 79 1
384 45 40
385 51 47
386 90 37
387 94 41
388 69 61
389 59 48
390 86 45
391 29 60
392 31 67
393 66 66
394 48 3
395 66 73
396 94 16
397 97 28
398 4 92
399 42 40
400 27 24
401 99 24
402 71 4
403 33 35
404 0 72
405 7 4
406 88 53
407 43 70
408 84 87
409 20 78
410 86 13
411 52 41
412 74 77
413 52 73
414 39 66
415 36 76
416 19 19
417 21 61
418 46 4
419 88 26
420 33 31
421 65 75
422 96 61
423 85 41
424 72 26
425 43 17
426 71 63
427 53 13
428 71 58
429 50 93
430 52 59
431 95 33
432 36 30
433 84 68
434 31 81
435 24 79
436 98 94
437 44 55
438 47 76
439 44 12
440 92 11
